task_id,failure_within_30d_target,maintenance_duration_hours_target,priority_score_target,priority_class_target,block_required_target
EVT-0005602,False,6.38,44,MEDIUM,False
EVT-0005603,True,3.84,66,HIGH,True
EVT-0005604,False,3.07,52,HIGH,True
EVT-0005605,True,11.04,87,CRITICAL,True
EVT-0005606,False,6.45,51,HIGH,False
EVT-0005607,False,5.55,59,HIGH,False
EVT-0005608,False,4.63,44,MEDIUM,False
EVT-0005609,False,3.37,20,LOW,False
EVT-0005610,False,3.33,33,MEDIUM,False
EVT-0005611,True,1.87,39,MEDIUM,False
EVT-0005612,False,4.52,48,MEDIUM,False
EVT-0005613,False,8.33,63,HIGH,True
EVT-0005614,False,4.29,38,MEDIUM,False
EVT-0005615,True,5.46,39,MEDIUM,False
EVT-0005616,False,2.64,25,LOW,False
EVT-0005617,False,6.45,55,HIGH,False
EVT-0005618,False,2.95,55,HIGH,False
EVT-0005619,True,6.36,37,MEDIUM,False
EVT-0005620,False,5.97,40,MEDIUM,False
EVT-0005621,False,3.8,58,HIGH,True
EVT-0005622,False,7.98,56,HIGH,True
EVT-0005623,False,7.59,61,HIGH,True
EVT-0005624,True,10.36,59,HIGH,True
EVT-0005625,True,3.74,43,MEDIUM,False
EVT-0005626,False,4.05,30,MEDIUM,False
EVT-0005627,False,3.62,37,MEDIUM,False
EVT-0005628,False,4.07,17,LOW,False
EVT-0005629,False,8.23,32,MEDIUM,False
EVT-0005630,False,5.3,31,MEDIUM,False
EVT-0005631,False,8.87,59,HIGH,True
EVT-0005632,False,4.96,45,MEDIUM,False
EVT-0005633,False,5.24,53,HIGH,True
EVT-0005634,True,9.45,67,HIGH,True
EVT-0005635,False,5.01,46,MEDIUM,False
EVT-0005636,False,5.86,39,MEDIUM,False
EVT-0005637,True,0.97,23,LOW,False
EVT-0005638,False,3.82,15,LOW,False
EVT-0005639,False,4.19,23,LOW,False
EVT-0005640,False,3.19,33,MEDIUM,False
EVT-0005641,True,8.13,53,HIGH,True
EVT-0005642,False,4.75,17,LOW,False
EVT-0005643,False,3.7,41,MEDIUM,False
EVT-0005644,False,4.94,32,MEDIUM,False
EVT-0005645,False,5.37,43,MEDIUM,False
EVT-0005646,False,3.68,27,LOW,False
EVT-0005647,False,3.42,43,MEDIUM,False
EVT-0005648,False,2.07,32,MEDIUM,False
EVT-0005649,True,7.57,45,MEDIUM,False
EVT-0005650,False,3.09,43,MEDIUM,False
EVT-0005651,False,3.4,26,LOW,False
EVT-0005652,True,4.93,50,HIGH,True
EVT-0005653,False,4.52,44,MEDIUM,False
EVT-0005654,False,2.65,25,LOW,False
EVT-0005655,False,1.57,38,MEDIUM,False
EVT-0005656,False,0.5,34,MEDIUM,False
EVT-0005657,True,4.16,41,MEDIUM,True
EVT-0005658,False,2.62,24,LOW,False
EVT-0005659,False,3.5,42,MEDIUM,False
EVT-0005660,True,8.79,69,HIGH,True
EVT-0005661,True,6.95,63,HIGH,True
EVT-0005662,False,5.37,48,MEDIUM,False
EVT-0005663,False,5.18,55,HIGH,False
EVT-0005664,False,6.38,37,MEDIUM,False
EVT-0005665,False,6.42,32,MEDIUM,False
EVT-0005666,False,7.41,52,HIGH,True
EVT-0005667,True,3.7,62,HIGH,False
EVT-0005668,False,3.87,37,MEDIUM,False
EVT-0005669,False,4.13,68,HIGH,True
EVT-0005670,True,7.68,39,MEDIUM,False
EVT-0005671,True,9.33,69,HIGH,True
EVT-0005672,False,3.81,23,LOW,False
EVT-0005673,False,5.6,25,LOW,False
EVT-0005674,True,2.21,55,HIGH,True
EVT-0005675,False,6.02,23,LOW,False
EVT-0005676,False,4.12,40,MEDIUM,False
EVT-0005677,False,5.98,52,HIGH,True
EVT-0005678,False,3.63,57,HIGH,False
EVT-0005679,True,8.98,52,HIGH,False
EVT-0005680,False,2.66,37,MEDIUM,False
EVT-0005681,False,3.48,25,LOW,False
EVT-0005682,False,1.71,44,MEDIUM,False
EVT-0005683,False,3.81,40,MEDIUM,False
EVT-0005684,False,2.66,28,LOW,False
EVT-0005685,False,4.19,23,LOW,False
EVT-0005686,False,6.45,30,MEDIUM,False
EVT-0005687,True,6.86,53,HIGH,True
EVT-0005688,False,7.84,49,MEDIUM,False
EVT-0005689,True,8.0,51,HIGH,False
EVT-0005690,True,7.51,51,HIGH,False
EVT-0005691,False,4.18,33,MEDIUM,False
EVT-0005692,False,3.39,22,LOW,False
EVT-0005693,True,6.42,37,MEDIUM,False
EVT-0005694,False,3.17,21,LOW,False
EVT-0005695,False,3.5,37,MEDIUM,False
EVT-0005696,True,4.18,44,MEDIUM,False
EVT-0005697,False,4.59,41,MEDIUM,False
EVT-0005698,False,3.69,26,LOW,False
EVT-0005699,False,4.79,60,HIGH,True
EVT-0005700,False,3.42,24,LOW,False
EVT-0005701,False,2.92,35,MEDIUM,False
EVT-0005702,False,4.92,20,LOW,False
EVT-0005703,False,7.17,57,HIGH,True
EVT-0005704,False,3.69,20,LOW,False
EVT-0005705,False,3.11,33,MEDIUM,False
EVT-0005706,False,2.68,18,LOW,False
EVT-0005707,False,5.96,32,MEDIUM,False
EVT-0005708,False,1.75,33,MEDIUM,False
EVT-0005709,False,5.55,33,MEDIUM,False
EVT-0005710,False,6.29,31,MEDIUM,False
EVT-0005711,False,4.27,29,LOW,False
EVT-0005712,False,3.69,44,MEDIUM,False
EVT-0005713,True,4.72,49,MEDIUM,False
EVT-0005714,True,4.15,57,HIGH,False
EVT-0005715,False,3.01,36,MEDIUM,False
EVT-0005716,False,4.71,65,HIGH,False
EVT-0005717,False,3.97,32,MEDIUM,False
EVT-0005718,True,2.35,40,MEDIUM,True
EVT-0005719,False,4.02,15,LOW,False
EVT-0005720,True,4.73,41,MEDIUM,False
EVT-0005721,False,4.45,22,LOW,False
EVT-0005722,False,3.63,33,MEDIUM,False
EVT-0005723,False,4.92,32,MEDIUM,False
EVT-0005724,False,3.27,44,MEDIUM,False
EVT-0005725,True,7.6,56,HIGH,True
EVT-0005726,False,4.73,41,MEDIUM,False
EVT-0005727,False,4.11,42,MEDIUM,False
EVT-0005728,False,2.67,26,LOW,False
EVT-0005729,False,5.71,46,MEDIUM,False
EVT-0005730,True,6.66,52,HIGH,False
EVT-0005731,False,4.71,38,MEDIUM,False
EVT-0005732,True,3.4,45,MEDIUM,True
EVT-0005733,False,5.41,47,MEDIUM,False
EVT-0005734,False,7.27,49,MEDIUM,True
EVT-0005735,False,2.18,27,LOW,False
EVT-0005736,True,7.74,62,HIGH,False
EVT-0005737,True,7.21,31,MEDIUM,False
EVT-0005738,True,4.97,48,MEDIUM,False
EVT-0005739,False,3.98,36,MEDIUM,True
EVT-0005740,False,6.24,51,HIGH,True
EVT-0005741,False,1.87,29,LOW,False
EVT-0005742,False,3.77,30,MEDIUM,False
EVT-0005743,False,3.61,37,MEDIUM,False
EVT-0005744,False,5.5,42,MEDIUM,False
EVT-0005745,False,3.72,32,MEDIUM,False
EVT-0005746,False,4.02,35,MEDIUM,False
EVT-0005747,False,5.8,29,LOW,False
EVT-0005748,False,8.91,43,MEDIUM,False
EVT-0005749,False,7.71,45,MEDIUM,False
EVT-0005750,False,10.84,48,MEDIUM,False
EVT-0005751,False,3.65,53,HIGH,False
EVT-0005752,False,9.28,53,HIGH,False
EVT-0005753,False,4.1,25,LOW,False
EVT-0005754,False,3.49,27,LOW,False
EVT-0005755,False,3.08,30,MEDIUM,False
EVT-0005756,False,5.26,31,MEDIUM,False
EVT-0005757,True,3.66,49,MEDIUM,False
EVT-0005758,False,0.87,29,LOW,False
EVT-0005759,False,2.34,21,LOW,False
EVT-0005760,True,4.82,54,HIGH,False
EVT-0005761,False,3.87,32,MEDIUM,False
EVT-0005762,False,2.25,24,LOW,False
EVT-0005763,False,6.19,42,MEDIUM,True
EVT-0005764,False,4.48,34,MEDIUM,False
EVT-0005765,True,4.03,27,LOW,False
EVT-0005766,False,7.34,61,HIGH,True
EVT-0005767,False,4.81,63,HIGH,True
EVT-0005768,True,6.87,51,HIGH,False
EVT-0005769,True,5.84,58,HIGH,True
EVT-0005770,False,5.14,51,HIGH,True
EVT-0005771,True,8.43,55,HIGH,True
EVT-0005772,False,6.15,23,LOW,False
EVT-0005773,False,4.96,47,MEDIUM,True
EVT-0005774,False,6.47,35,MEDIUM,False
EVT-0005775,False,3.94,28,LOW,False
EVT-0005776,False,3.25,30,MEDIUM,False
EVT-0005777,True,3.67,55,HIGH,False
EVT-0005778,True,3.68,46,MEDIUM,False
EVT-0005779,False,5.49,34,MEDIUM,False
EVT-0005780,False,6.09,40,MEDIUM,False
EVT-0005781,True,4.26,48,MEDIUM,False
EVT-0005782,False,6.41,42,MEDIUM,False
EVT-0005783,True,4.4,56,HIGH,False
EVT-0005784,True,6.98,57,HIGH,True
EVT-0005785,True,8.1,66,HIGH,True
EVT-0005786,True,4.19,53,HIGH,False
EVT-0005787,False,4.77,27,LOW,False
EVT-0005788,True,5.79,44,MEDIUM,False
EVT-0005789,False,3.49,33,MEDIUM,False
EVT-0005790,False,6.18,29,LOW,False
EVT-0005791,False,4.69,36,MEDIUM,False
EVT-0005792,False,5.0,47,MEDIUM,False
EVT-0005793,True,5.12,58,HIGH,True
EVT-0005794,False,3.49,39,MEDIUM,False
EVT-0005795,False,5.78,33,MEDIUM,False
EVT-0005796,False,4.56,39,MEDIUM,False
EVT-0005797,True,6.39,56,HIGH,True
EVT-0005798,False,8.46,56,HIGH,True
EVT-0005799,False,2.29,32,MEDIUM,False
EVT-0005800,False,2.86,46,MEDIUM,False
EVT-0005801,False,4.04,43,MEDIUM,False
EVT-0005802,False,2.22,16,LOW,False
EVT-0005803,False,3.58,41,MEDIUM,False
EVT-0005804,True,4.22,75,CRITICAL,True
EVT-0005805,False,4.21,13,LOW,True
EVT-0005806,False,5.21,37,MEDIUM,False
EVT-0005807,False,7.1,20,LOW,False
EVT-0005808,False,5.05,42,MEDIUM,False
EVT-0005809,False,5.24,35,MEDIUM,False
EVT-0005810,False,3.48,38,MEDIUM,False
EVT-0005811,False,5.78,39,MEDIUM,False
EVT-0005812,True,8.89,57,HIGH,True
EVT-0005813,False,6.95,31,MEDIUM,False
EVT-0005814,False,6.55,50,HIGH,True
EVT-0005815,False,7.51,68,HIGH,True
EVT-0005816,False,3.48,34,MEDIUM,False
EVT-0005817,False,2.73,9,LOW,False
EVT-0005818,True,5.94,39,MEDIUM,False
EVT-0005819,False,8.67,46,MEDIUM,True
EVT-0005820,False,5.45,30,MEDIUM,False
EVT-0005821,False,4.4,41,MEDIUM,True
EVT-0005822,False,5.48,25,LOW,False
EVT-0005823,False,3.72,35,MEDIUM,False
EVT-0005824,True,4.06,45,MEDIUM,False
EVT-0005825,False,9.11,43,MEDIUM,False
EVT-0005826,False,7.13,35,MEDIUM,False
EVT-0005827,True,5.56,56,HIGH,False
EVT-0005828,False,3.87,42,MEDIUM,False
EVT-0005829,False,6.35,55,HIGH,False
EVT-0005830,False,6.71,37,MEDIUM,False
EVT-0005831,False,5.0,26,LOW,False
EVT-0005832,False,2.29,7,LOW,False
EVT-0005833,False,4.72,47,MEDIUM,False
EVT-0005834,False,4.49,49,MEDIUM,True
EVT-0005835,False,5.88,45,MEDIUM,False
EVT-0005836,True,6.5,72,CRITICAL,True
EVT-0005837,False,5.74,29,LOW,False
EVT-0005838,False,4.71,36,MEDIUM,False
EVT-0005839,False,4.15,38,MEDIUM,False
EVT-0005840,True,7.94,60,HIGH,True
EVT-0005841,False,5.14,43,MEDIUM,False
EVT-0005842,False,3.66,35,MEDIUM,False
EVT-0005843,False,6.36,45,MEDIUM,False
EVT-0005844,False,5.53,45,MEDIUM,True
EVT-0005845,False,4.73,23,LOW,False
EVT-0005846,False,5.58,46,MEDIUM,False
EVT-0005847,True,10.14,80,CRITICAL,True
EVT-0005848,False,2.82,43,MEDIUM,False
EVT-0005849,False,6.53,35,MEDIUM,False
EVT-0005850,False,4.7,49,MEDIUM,False
EVT-0005851,True,6.12,87,CRITICAL,True
EVT-0005852,False,4.95,43,MEDIUM,False
EVT-0005853,False,4.53,13,LOW,False
EVT-0005854,False,5.29,39,MEDIUM,False
EVT-0005855,False,3.17,45,MEDIUM,False
EVT-0005856,False,6.05,20,LOW,False
EVT-0005857,False,5.33,44,MEDIUM,True
EVT-0005858,False,1.77,21,LOW,False
EVT-0005859,False,4.94,42,MEDIUM,True
EVT-0005860,False,1.86,28,LOW,False
EVT-0005861,True,3.64,55,HIGH,True
EVT-0005862,False,6.28,63,HIGH,True
EVT-0005863,False,4.06,49,MEDIUM,False
EVT-0005864,False,5.62,22,LOW,False
EVT-0005865,False,6.41,58,HIGH,False
EVT-0005866,False,3.77,41,MEDIUM,False
EVT-0005867,True,6.74,64,HIGH,True
EVT-0005868,False,5.08,36,MEDIUM,False
EVT-0005869,False,5.25,53,HIGH,False
EVT-0005870,False,7.33,35,MEDIUM,False
EVT-0005871,False,6.76,42,MEDIUM,True
EVT-0005872,False,4.38,47,MEDIUM,True
EVT-0005873,False,6.59,57,HIGH,True
EVT-0005874,False,5.18,39,MEDIUM,True
EVT-0005875,False,3.79,23,LOW,False
EVT-0005876,False,5.01,30,MEDIUM,False
EVT-0005877,False,6.02,55,HIGH,True
EVT-0005878,False,5.04,40,MEDIUM,False
EVT-0005879,True,4.56,66,HIGH,True
EVT-0005880,True,6.61,52,HIGH,False
EVT-0005881,False,6.7,31,MEDIUM,False
EVT-0005882,False,5.06,38,MEDIUM,False
EVT-0005883,False,6.8,33,MEDIUM,False
EVT-0005884,True,8.97,53,HIGH,False
EVT-0005885,False,5.39,52,HIGH,True
EVT-0005886,False,1.95,41,MEDIUM,False
EVT-0005887,False,6.72,38,MEDIUM,False
EVT-0005888,False,2.59,37,MEDIUM,False
EVT-0005889,True,8.17,53,HIGH,True
EVT-0005890,False,4.42,33,MEDIUM,False
EVT-0005891,False,5.53,72,CRITICAL,True
EVT-0005892,False,8.72,53,HIGH,True
EVT-0005893,False,5.33,28,LOW,False
EVT-0005894,False,3.79,20,LOW,False
EVT-0005895,False,3.75,22,LOW,False
EVT-0005896,False,4.63,22,LOW,False
EVT-0005897,True,4.36,66,HIGH,False
EVT-0005898,False,4.7,36,MEDIUM,False
EVT-0005899,False,8.51,49,MEDIUM,True
EVT-0005900,False,5.02,39,MEDIUM,False
EVT-0005901,False,4.01,35,MEDIUM,False
EVT-0005902,True,5.65,58,HIGH,True
EVT-0005903,True,4.49,42,MEDIUM,True
EVT-0005904,True,5.65,46,MEDIUM,False
EVT-0005905,True,5.89,41,MEDIUM,False
EVT-0005906,False,5.52,31,MEDIUM,False
EVT-0005907,False,5.07,46,MEDIUM,True
EVT-0005908,False,4.08,12,LOW,False
EVT-0005909,False,7.46,42,MEDIUM,False
EVT-0005910,True,3.48,88,CRITICAL,True
EVT-0005911,False,3.46,46,MEDIUM,True
EVT-0005912,False,3.35,23,LOW,False
EVT-0005913,True,6.07,55,HIGH,True
EVT-0005914,False,3.5,19,LOW,False
EVT-0005915,False,4.41,25,LOW,False
EVT-0005916,False,7.9,43,MEDIUM,True
EVT-0005917,False,4.58,42,MEDIUM,False
EVT-0005918,False,3.66,38,MEDIUM,False
EVT-0005919,False,3.17,20,LOW,False
EVT-0005920,False,5.23,31,MEDIUM,False
EVT-0005921,False,5.83,34,MEDIUM,False
EVT-0005922,True,3.94,55,HIGH,False
EVT-0005923,False,5.04,19,LOW,False
EVT-0005924,False,5.96,44,MEDIUM,True
EVT-0005925,False,0.5,39,MEDIUM,False
EVT-0005926,False,5.72,43,MEDIUM,False
EVT-0005927,False,3.62,40,MEDIUM,False
EVT-0005928,False,4.9,49,MEDIUM,False
EVT-0005929,False,5.31,30,MEDIUM,True
EVT-0005930,True,4.11,62,HIGH,True
EVT-0005931,False,4.35,51,HIGH,False
EVT-0005932,False,3.08,30,MEDIUM,False
EVT-0005933,True,8.16,44,MEDIUM,True
EVT-0005934,False,4.48,37,MEDIUM,False
EVT-0005935,True,4.4,33,MEDIUM,False
EVT-0005936,False,4.47,36,MEDIUM,False
EVT-0005937,True,5.49,55,HIGH,True
EVT-0005938,False,7.32,58,HIGH,False
EVT-0005939,False,6.1,60,HIGH,True
EVT-0005940,True,5.56,39,MEDIUM,True
EVT-0005941,False,6.46,38,MEDIUM,False
EVT-0005942,False,5.21,47,MEDIUM,False
EVT-0005943,False,3.56,31,MEDIUM,False
EVT-0005944,False,5.2,32,MEDIUM,True
EVT-0005945,False,4.91,32,MEDIUM,False
EVT-0005946,False,3.63,28,LOW,False
EVT-0005947,False,5.66,57,HIGH,True
EVT-0005948,False,5.07,35,MEDIUM,False
EVT-0005949,False,3.9,65,HIGH,True
EVT-0005950,False,3.27,27,LOW,False
EVT-0005951,True,4.96,58,HIGH,True
EVT-0005952,False,3.21,10,LOW,False
EVT-0005953,False,6.43,45,MEDIUM,False
EVT-0005954,False,5.85,34,MEDIUM,False
EVT-0005955,False,8.77,36,MEDIUM,False
EVT-0005956,True,8.86,68,HIGH,True
EVT-0005957,False,6.31,27,LOW,False
EVT-0005958,False,7.65,47,MEDIUM,False
EVT-0005959,False,5.7,39,MEDIUM,False
EVT-0005960,True,4.43,44,MEDIUM,False
EVT-0005961,False,9.14,53,HIGH,True
EVT-0005962,False,2.13,17,LOW,False
EVT-0005963,False,5.44,34,MEDIUM,False
EVT-0005964,False,4.22,49,MEDIUM,True
EVT-0005965,False,4.82,50,HIGH,False
EVT-0005966,False,5.58,42,MEDIUM,False
EVT-0005967,False,6.14,25,LOW,False
EVT-0005968,False,7.19,34,MEDIUM,False
EVT-0005969,False,4.32,36,MEDIUM,False
EVT-0005970,False,3.95,48,MEDIUM,False
EVT-0005971,False,5.46,53,HIGH,False
EVT-0005972,False,5.95,64,HIGH,True
EVT-0005973,False,5.49,41,MEDIUM,False
EVT-0005974,False,5.4,31,MEDIUM,False
EVT-0005975,True,6.89,63,HIGH,True
EVT-0005976,False,0.85,35,MEDIUM,False
EVT-0005977,False,6.13,28,LOW,False
EVT-0005978,False,2.07,53,HIGH,True
EVT-0005979,True,6.08,54,HIGH,True
EVT-0005980,True,6.59,61,HIGH,True
EVT-0005981,True,4.18,36,MEDIUM,False
EVT-0005982,False,3.62,43,MEDIUM,False
EVT-0005983,False,3.98,20,LOW,False
EVT-0005984,False,4.86,50,HIGH,True
EVT-0005985,False,2.35,39,MEDIUM,False
EVT-0005986,False,7.04,38,MEDIUM,False
EVT-0005987,False,5.32,35,MEDIUM,False
EVT-0005988,False,3.33,22,LOW,False
EVT-0005989,False,3.6,38,MEDIUM,False
EVT-0005990,False,3.27,24,LOW,False
EVT-0005991,False,6.86,30,MEDIUM,False
EVT-0005992,False,3.98,48,MEDIUM,False
EVT-0005993,True,1.77,50,HIGH,False
EVT-0005994,False,4.99,57,HIGH,True
EVT-0005995,False,3.75,30,MEDIUM,False
EVT-0005996,False,3.13,27,LOW,False
EVT-0005997,True,6.1,40,MEDIUM,True
EVT-0005998,False,4.16,26,LOW,False
EVT-0005999,False,3.88,59,HIGH,False
EVT-0006000,False,8.25,78,CRITICAL,True
EVT-0006001,False,2.43,49,MEDIUM,True
EVT-0006002,False,4.1,33,MEDIUM,True
EVT-0006003,False,4.03,3,LOW,False
EVT-0006004,False,6.13,45,MEDIUM,False
EVT-0006005,False,4.73,32,MEDIUM,False
EVT-0006006,False,5.39,43,MEDIUM,False
EVT-0006007,False,6.34,39,MEDIUM,False
EVT-0006008,False,6.73,20,LOW,False
EVT-0006009,False,5.04,28,LOW,False
EVT-0006010,False,5.86,47,MEDIUM,False
EVT-0006011,False,5.64,60,HIGH,True
EVT-0006012,False,4.72,24,LOW,False
EVT-0006013,False,4.02,39,MEDIUM,False
EVT-0006014,False,3.7,32,MEDIUM,False
EVT-0006015,False,5.23,30,MEDIUM,False
EVT-0006016,False,7.05,43,MEDIUM,False
EVT-0006017,True,1.39,43,MEDIUM,False
EVT-0006018,True,6.19,52,HIGH,True
EVT-0006019,False,0.86,27,LOW,False
EVT-0006020,False,5.57,28,LOW,False
EVT-0006021,False,6.15,43,MEDIUM,False
EVT-0006022,False,2.99,19,LOW,False
EVT-0006023,False,6.46,49,MEDIUM,True
EVT-0006024,False,5.39,44,MEDIUM,False
EVT-0006025,False,3.65,31,MEDIUM,False
EVT-0006026,True,6.81,73,CRITICAL,True
EVT-0006027,False,5.55,22,LOW,False
EVT-0006028,False,4.05,40,MEDIUM,False
EVT-0006029,False,5.07,38,MEDIUM,False
EVT-0006030,False,1.99,31,MEDIUM,False
EVT-0006031,True,6.86,59,HIGH,True
EVT-0006032,False,5.59,41,MEDIUM,False
EVT-0006033,False,2.64,40,MEDIUM,False
EVT-0006034,True,6.66,78,CRITICAL,True
EVT-0006035,False,6.46,40,MEDIUM,False
EVT-0006036,False,4.48,25,LOW,False
EVT-0006037,True,9.11,66,HIGH,True
EVT-0006038,False,4.77,50,HIGH,True
EVT-0006039,False,3.72,41,MEDIUM,False
EVT-0006040,False,4.14,34,MEDIUM,False
EVT-0006041,False,4.18,36,MEDIUM,False
EVT-0006042,True,5.1,41,MEDIUM,False
EVT-0006043,False,2.26,26,LOW,False
EVT-0006044,False,5.17,49,MEDIUM,False
EVT-0006045,False,2.24,48,MEDIUM,False
EVT-0006046,False,5.56,55,HIGH,False
EVT-0006047,False,4.42,30,MEDIUM,False
EVT-0006048,False,3.99,23,LOW,True
EVT-0006049,False,6.0,38,MEDIUM,False
EVT-0006050,False,5.49,38,MEDIUM,False
EVT-0006051,False,4.39,38,MEDIUM,True
EVT-0006052,False,3.28,30,MEDIUM,False
EVT-0006053,False,4.53,21,LOW,False
EVT-0006054,False,4.65,52,HIGH,False
EVT-0006055,False,2.4,36,MEDIUM,False
EVT-0006056,False,3.04,21,LOW,False
EVT-0006057,True,1.85,23,LOW,False
EVT-0006058,True,7.0,64,HIGH,True
EVT-0006059,True,3.88,43,MEDIUM,False
EVT-0006060,True,6.73,62,HIGH,True
EVT-0006061,False,2.9,31,MEDIUM,False
EVT-0006062,False,6.0,35,MEDIUM,False
EVT-0006063,False,0.76,33,MEDIUM,False
EVT-0006064,False,6.4,51,HIGH,True
EVT-0006065,True,1.86,75,CRITICAL,True
EVT-0006066,False,4.82,32,MEDIUM,False
EVT-0006067,True,9.25,78,CRITICAL,True
EVT-0006068,False,2.61,47,MEDIUM,False
EVT-0006069,False,2.81,31,MEDIUM,False
EVT-0006070,False,4.26,43,MEDIUM,False
EVT-0006071,False,2.54,55,HIGH,False
EVT-0006072,False,3.32,50,HIGH,False
EVT-0006073,False,4.99,50,HIGH,False
EVT-0006074,True,7.12,39,MEDIUM,False
EVT-0006075,False,4.15,25,LOW,False
EVT-0006076,False,4.55,31,MEDIUM,False
EVT-0006077,True,4.21,51,HIGH,False
EVT-0006078,False,4.46,55,HIGH,True
EVT-0006079,True,2.19,18,LOW,False
EVT-0006080,False,6.43,37,MEDIUM,False
EVT-0006081,False,2.04,22,LOW,False
EVT-0006082,False,6.39,48,MEDIUM,False
EVT-0006083,False,4.18,36,MEDIUM,False
EVT-0006084,False,4.55,35,MEDIUM,False
EVT-0006085,False,7.14,46,MEDIUM,True
EVT-0006086,True,4.94,52,HIGH,False
EVT-0006087,False,8.37,59,HIGH,False
EVT-0006088,True,9.53,65,HIGH,True
EVT-0006089,True,5.76,17,LOW,False
EVT-0006090,False,4.5,35,MEDIUM,True
EVT-0006091,False,5.75,47,MEDIUM,False
EVT-0006092,False,4.14,14,LOW,False
EVT-0006093,True,5.57,46,MEDIUM,False
EVT-0006094,True,7.35,51,HIGH,True
EVT-0006095,False,4.02,28,LOW,False
EVT-0006096,False,2.91,42,MEDIUM,False
EVT-0006097,False,3.43,27,LOW,False
EVT-0006098,True,4.9,59,HIGH,True
EVT-0006099,False,3.36,24,LOW,False
EVT-0006100,False,2.07,33,MEDIUM,False
EVT-0006101,False,4.18,18,LOW,False
EVT-0006102,False,5.67,30,MEDIUM,False
EVT-0006103,False,5.22,39,MEDIUM,False
EVT-0006104,False,5.67,35,MEDIUM,False
EVT-0006105,False,5.81,27,LOW,False
EVT-0006106,False,3.97,44,MEDIUM,True
EVT-0006107,False,3.42,40,MEDIUM,False
EVT-0006108,False,6.13,35,MEDIUM,False
EVT-0006109,True,4.86,41,MEDIUM,False
EVT-0006110,False,3.68,31,MEDIUM,False
EVT-0006111,False,6.63,36,MEDIUM,False
EVT-0006112,False,5.33,36,MEDIUM,False
EVT-0006113,False,4.04,31,MEDIUM,False
EVT-0006114,False,6.23,53,HIGH,False
EVT-0006115,False,5.33,51,HIGH,True
EVT-0006116,False,4.55,37,MEDIUM,False
EVT-0006117,False,3.23,39,MEDIUM,False
EVT-0006118,False,3.83,35,MEDIUM,False
EVT-0006119,False,3.0,39,MEDIUM,False
EVT-0006120,False,5.53,71,HIGH,True
EVT-0006121,False,3.17,28,LOW,False
EVT-0006122,False,4.84,36,MEDIUM,False
EVT-0006123,False,5.4,47,MEDIUM,True
EVT-0006124,False,6.12,48,MEDIUM,True
EVT-0006125,False,1.51,40,MEDIUM,False
EVT-0006126,False,10.13,75,CRITICAL,True
EVT-0006127,True,5.19,36,MEDIUM,False
EVT-0006128,False,8.87,38,MEDIUM,False
EVT-0006129,False,6.19,46,MEDIUM,False
EVT-0006130,False,2.69,25,LOW,False
EVT-0006131,False,5.69,41,MEDIUM,False
EVT-0006132,False,2.84,22,LOW,False
EVT-0006133,False,6.2,41,MEDIUM,False
EVT-0006134,False,4.58,33,MEDIUM,False
EVT-0006135,True,5.63,43,MEDIUM,False
EVT-0006136,False,3.09,32,MEDIUM,False
EVT-0006137,False,4.24,30,MEDIUM,False
EVT-0006138,False,6.3,49,MEDIUM,False
EVT-0006139,False,9.42,52,HIGH,True
EVT-0006140,True,5.82,72,CRITICAL,True
EVT-0006141,False,3.65,32,MEDIUM,False
EVT-0006142,False,4.2,18,LOW,False
EVT-0006143,False,4.31,31,MEDIUM,False
EVT-0006144,False,4.01,58,HIGH,True
EVT-0006145,True,5.65,50,HIGH,True
EVT-0006146,True,1.69,22,LOW,False
EVT-0006147,False,5.45,45,MEDIUM,False
EVT-0006148,False,4.76,36,MEDIUM,False
EVT-0006149,False,2.56,32,MEDIUM,False
EVT-0006150,False,2.74,38,MEDIUM,False
EVT-0006151,False,7.38,40,MEDIUM,False
EVT-0006152,True,3.99,56,HIGH,False
EVT-0006153,False,3.2,44,MEDIUM,False
EVT-0006154,False,2.72,32,MEDIUM,False
EVT-0006155,False,3.21,48,MEDIUM,False
EVT-0006156,False,2.71,44,MEDIUM,True
EVT-0006157,False,6.83,56,HIGH,False
EVT-0006158,False,4.52,40,MEDIUM,False
EVT-0006159,False,6.11,41,MEDIUM,False
EVT-0006160,False,4.89,48,MEDIUM,False
EVT-0006161,False,3.09,26,LOW,False
EVT-0006162,False,6.44,49,MEDIUM,False
EVT-0006163,False,7.82,56,HIGH,True
EVT-0006164,False,5.97,37,MEDIUM,False
EVT-0006165,False,5.29,40,MEDIUM,True
EVT-0006166,False,9.04,43,MEDIUM,True
EVT-0006167,False,4.68,24,LOW,False
EVT-0006168,False,7.14,40,MEDIUM,False
EVT-0006169,False,5.8,56,HIGH,True
EVT-0006170,False,3.81,37,MEDIUM,False
EVT-0006171,False,5.24,54,HIGH,False
EVT-0006172,True,5.95,49,MEDIUM,True
EVT-0006173,False,2.49,26,LOW,True
EVT-0006174,False,3.81,45,MEDIUM,False
EVT-0006175,False,7.75,62,HIGH,True
EVT-0006176,False,2.19,21,LOW,False
EVT-0006177,False,3.06,32,MEDIUM,False
EVT-0006178,False,5.96,47,MEDIUM,False
EVT-0006179,False,5.1,49,MEDIUM,False
EVT-0006180,False,4.83,40,MEDIUM,True
EVT-0006181,False,4.78,19,LOW,False
EVT-0006182,False,6.52,29,LOW,False
EVT-0006183,False,5.79,51,HIGH,True
